package,total_downloads
cellVolumeDist,5893
cellWise,7877
cem,20184
CENFA,4023
cenGAM,4200
censCov,4174
CensMFM,875
CensMixReg,5314
censNID,5655
censorcopula,4784
censReg,22167
CensRegMod,5959
CensSpatial,4664
Census2016,4059
censusapi,29337
censusGeography,4732
censusr,5947
censusxy,1846
censys,4269
centiserve,6776
centralplot,3792
centrifugeR,0
cents,6414
CEoptim,12329
CePa,7306
CepLDA,4796
cepp,5987
cepR,4267
cepreader,3813
ceramic,1580
CerioliOutlierDetection,5777
CeRNASeek,3164
cernn,5096
ceRtainty,2269
cetcolor,4355
ceterisParibus,5204
cfa,7607
CFC,7539
CfEstimateQuantiles,5744
cffdrs,6239
cfma,3831
cg,6511
cgam,9610
cgAUC,5616
cgdsr,16062
CGE,3401
CGGP,1991
cgh,6558
cghRA,4595
cglasso,4293
cglm,3933
cgmanalysis,5805
CGManalyzer,955
CGP,5761
CGPfunctions,9462
cgraph,8888
cgwtools,5593
ChainLadder,26137
chandwich,4565
changedetection,3047
changepoint,52156
changepoint.mv,4835
changepoint.np,5271
changepointsHD,6142
changepointsVar,4017
ChangepointTesting,4893
changer,3560
ChannelAttribution,47280
ChannelAttributionApp,4605
Chaos01,5631
ChaosGame,5018
ChargeTransport,4601
charlatan,5403
chartql,3105
CHCN,6205
cheb,5970
chebpol,14013
checkarg,4209
CheckDigit,6021
checkLuhn,3907
checkmate,2251201
checkpoint,31980
checkr,8430
cheese,3185
chemCal,8235
chemmodlab,4298
chemometrics,42585
ChemometricsWithR,11653
ChemoSpec,12644
ChemoSpec2D,4647
ChemoSpecUtils,10096
cherry,10538
chest,360
CHFF,4823
chi,5283
chi2x3way,4405
chicane,3963
childesr,5085
childhoodmortality,4350
childsds,9981
chilemapas,0
ChillModels,3326
chillR,11702
chinese.misc,9153
chipPCR,6148
ChIPtest,4828
chisq.posthoc.test,954
chk,575
chlorpromazineR,1004
CHMM,4446
chngpt,16975
CHNOSZ,17119
choiceDes,6693
ChoiceModelR,7281
cholera,6067
CholWishart,8073
choplump,5890
chopthin,5357
ChoR,4523
chords,5770
choroplethr,36812
choroplethrAdmin1,6830
choroplethrMaps,53013
chorrrds,7670
christmas,638
chromer,5326
chromoMap,5106
chromoR,5301
chron,634032
chronosphere,258
CHsharp,6571
chunked,5933
chunkR,4154
CIAAWconsensus,4752
CIEE,4286
CIFsmry,5685
cifti,4287
CIM,4016
cimir,4293
cin,5850
CINID,5863
CINNA,12695
cinterpolate,3580
CIplot,4440
cir,4870
circglmbayes,3830
circlize,179629
CircMLE,4726
CircNNTSR,6415
CircOutlier,4941
CircSpaceTime,1869
CircStats,79461
circular,40440
CircularDDM,4704
circumplex,6736
cIRT,5785
CISE,3907
cit,6610
CITAN,6273
citbcmst,5793
citccmst,5607
Cite,4824
citecorp,1929
ciTools,13572
citr,18687
CityPlot,6059
CityWaterBalance,4351
ciuupi,4785
civis,22564
CJAMP,4317
cjoint,7009
ckanr,17399
CKAT,1369
CKLRT,3709
Ckmeans.1d.dp,73048
CLA,5043
Claddis,6293
cladoRcpp,9823
clam,6463
clampSeg,4675
ClamR,5025
clarifai,5212
class,597386
ClassComparison,7031
ClassDiscovery,10601
classGraph,5823
classifierplots,5934
classifly,6508
classiFunc,4943
classInt,1295713
classyfireR,6520
cld2,8896
cld3,8153
clean,3584
CleanBSequences,3914
cleancall,2189
cleandata,4169
cleanEHR,4369
cleaner,1145
cleanerR,3657
cleangeo,10916
cleanNLP,9090
cleanr,5525
clere,5283
clespr,3954
clhs,8469
cli,7225917
cliapp,19571
ClickClust,17241
ClickClustCont,1753
clickR,7268
clickstream,17828
clifro,8791
CliftLRD,3753
clikcorr,4650
climate,384
climateStability,2326
climatol,9594
climbeR,4263
ClimClass,5714
climdex.pcic,20470
ClimDown,4683
clime,6832
climextRemes,5998
ClimInd,1740
ClimMobTools,1755
ClimProjDiags,10681
climwin,7269
clinDR,4979
clinfun,19579
ClinicalTrialSummary,5660
clinPK,4212
ClinReport,5186
clinsig,6754
clinUtiDNA,5539
clipr,4982142
CliquePercolation,549
clisymbols,1866606
CLME,7219
clogitboost,4768
clogitL1,6336
clogitLasso,4826
CloneSeeker,3377
CLONETv2,3038
clordr,4359
cloudml,16009
cloudSimplifieR,3380
cloudUtil,5862
clpAPI,8345
clr,4456
clrdag,2086
CLSOCP,6270
clttools,5143
clubSandwich,38211
clue,174482
ClueR,5772
clues,11155
ClusBoot,419
cluscov,2257
clusrank,6174
ClussCluster,1903
clust.bin.pair,4317
ClustBlock,4176
clustcurv,2968
clustDRM,2824
clustEff,4327
cluster,881378
cluster.datasets,18273
Cluster.OBeu,4933
clusterability,387
ClusterBootstrap,4971
clusterCrit,13597
clusteredinterference,4466
ClusteredMutations,4564
clusterfly,5033
clusterGeneration,53551
clusterGenomics,5735
clusterhap,4466
clustering.sc.dp,5171
clusterlab,5864
clustermole,0
clustermq,17020
clusternomics,4601
clusternor,4010
clusterPower,7553
ClusterR,58898
ClusterRankTest,4823
clusterRepro,7312
clusterSEs,39664
clusterSim,50900
ClusterStability,5220
clustertend,11864
clusteval,9036
ClustGeo,5797
ClustImpute,1819
clustMD,5955
clustMixType,14132
ClustMMDD,5068
ClustOfVar,19676
clustRcompaR,4311
clustrd,9832
clustree,14569
clustringr,3111
CLUSTShiny,2760
clustsig,7499
ClustVarLV,9961
clustvarsel,8845
ClusVis,4594
clv,55800
clValid,49892
cmaes,23195
cmaesr,18054
CMapViz,664
CMatching,5967
CMC,7046
cmce,3897
cmenet,3972
CMF,5610
CMLS,6041
cmm,10599
cmmr,2577
cmna,7031
cmocean,3005
CMPControl,5341
CMplot,14881
cmpprocess,4411
cmprsk,146025
cmprskQR,9142
cmrutils,6906
cmsaf,8394
CMShiny,777
cmvnorm,6855
cna,8578
cnaOpt,861
cnbdistr,4109
cncaGUI,6679
CNLTreg,4527
CNLTtsa,4350
cnmlcd,4930
CNOGpro,5468
cNORM,6640
CNprep,4853
CNull,4486
CNVScope,4878
coala,6591
coalescentMCMC,6386
coarseDataTools,9002
cobalt,23936
cobiclust,3733
COBRA,5903
cobs,44586
cocktailApp,4707
CoClust,6795
COCONUT,6362
cocor,15525
cocoreg,4451
cocorresp,9888
cocron,7275
coda,1237402
coda.base,8815
codadiags,5059
CodataGS,2283
cOde,7835
codebook,8474
CodeDepends,9387
codemetar,6875
codep,6240
codetools,489960
codified,3726
CoDiNA,4470
codingMatrices,4954
codyn,8397
coefficientalpha,6716
coefplot,70093
coenocliner,5779
coenoflex,5047
coexist,5519
cofad,1524
cofeatureR,4895
CoFRA,3998
coga,6609
cogmapr,2773
cohorttools,499
coil,1356
CoImp,6845
coin,641204
coindeskr,6101
coinmarketcapr,5833
CoinMinD,5678
Coinprofile,1709
cointmonitoR,4473
cointReg,6675
cold,3378
colf,5167
CollapsABEL,5175
CollapseLevels,4342
collapsibleTree,13974
collateral,3830
collectArgs,4396
collections,34759
CollessLike,4309
collidr,2505
CollocInfer,6731
collpcm,4811
collUtils,4633
colmozzie,3949
coloc,8453
colocalization,3993
colocalized,1272
colordistance,6503
coloredICA,5348
colorednoise,6094
colorfindr,6178
colorfulVennPlot,6335
colorhcplot,4614
colormap,17919
ColorPalette,6310
colorpatch,4399
colorr,4613
colorRamps,57982
colorscience,6630
colorspace,5922789
colorSpec,7072
colortools,9815
colourlovers,5564
colourpicker,265768
colourvalues,12304
colourvision,4741
colr,4352
colt,4302
comat,1831
comato,5738
COMBAT,5182
COMBIA,4681
combinat,412902
CombinePortfolio,5572
CombinePValue,5506
CombinS,6137
combiter,4478
CombMSC,11850
comclim,5667
cometExactTest,14673
comf,7489
ComICS,5984
commandr,7641
CommEcol,6367
commentr,5397
CommonJavaJars,7139
commonmark,1411815
CommonMean.Copula,356
commonsMath,6166
CommonTrend,7020
CommT,1979
CommunityCorrelogram,5257
comorbidity,7503
Comp2ROC,5781
compactr,5801
compare,54813
compareC,6331
CompareCausalNetworks,6884
compareDF,14782
compareGroups,23190
compareODM,5525
CompareTests,6130
comparison,7670
ComparisonSurv,354
compas,3388
compboost,3434
CompDist,4146
compeir,6247
compendiumdb,5102
comperank,3815
comperes,5310
competitiontoolbox,1401
compHclust,6763
Compind,7179
completejourney,1517
complexity,4410
complexplus,7196
complmrob,7670
CompLognormal,6611
compoisson,7296
COMPoissonReg,10372
Compositional,11772
compositions,37453
compound.Cox,14578
Compounding,6453
CompQuadForm,63659
CompR,4676
CompRandFld,8668
comprehenr,6677
compstatr,2791
compute.es,26085
comtradr,6300
con2aqi,3947
Conake,5414
concatenate,5047
concaveman,28997
conclust,4894
ConConPiWiFun,5883
concor,7412
concordance,5342
concreg,6290
concurve,5437
cond,20763
condformat,8094
condGEE,6375
CondIndTests,5191
condir,3891
conditionz,4119
condMVNorm,6992
CONDOP,4094
CondReg,5816
condSURV,5442
condusco,4219
condvis,6473
condvis2,2004
coneproj,16861
conf,7374
conf.design,52469
confidence,5768
config,1173366
ConfigParser,4821
configr,12281
configural,3345
confinterpret,4428
ConfIntVariance,3502
conflicted,39480
conformalClassification,4152
ConfoundedMeta,4673
confoundr,1146
confreq,6296
confSAM,4185
congressbr,8874
CongreveLamsdell2016,3980
conicfit,6889
conics,5828
Conigrave,5883
conjoint,94085
ConjointChecks,5743
conjurer,0
connections,683
ConnMatTools,5421
conover.test,6264
conquestr,3269
ConR,5354
CONS,4420
ConSpline,5399
ConsRank,5889
constants,4668
constellation,4184
constrainedKriging,8976
conStruct,5419
contact,462
container,4132
ContaminatedMixt,6841
contextual,4912
contfrac,237956
conting,8000
contoureR,4787
ContourFunctions,5907
contrast,13885
contribution,2226
control,4470
controlTest,5105
ConvergenceClubs,4867
ConvergenceConcepts,8146
convertGraph,5607
convertr,4493
convevol,6244
convexjlr,4642
convey,7141
convoSPAT,5070
cooccur,7698
cooccurNet,4802
coop,9879
CoopGame,3127
coopProductGame,3780
cooptrees,5182
CoordinateCleaner,9718
copBasic,10526
copCAR,5600
CopCTS,3651
cope,5134
coppeCosenzaR,4183
coprimary,4199
cops,684
copula,100319
Copula.Markov,11199
Copula.Markov.survival,1360
Copula.surv,3884
CopulaCenR,4898
copulaData,4620
CopulaDTA,5122
copulaedas,7478
CopulaREMADA,7451
CopyDetect,6969
coRanking,15666
Corbi,7120
CorBin,2600
corclass,5544
cord,4488
CorDiff,3796
cordillera,4074
CORE,6151
coreCT,5198
CoreGx,2178
corehunter,4692
CORElearn,46876
coreNLP,9191
coreSim,4808
coreTDT,5237
corHMM,10269
corkscrew,4598
corlink,4263
CORM,5302
CornerstoneR,4087
cornet,3670
coroICA,3644
corpcor,334781
corpora,7710
CorporaCoCo,4647
corporaexplorer,1614
CoRpower,4443
corpus,18804
corpustools,6829
corr2D,6046
CorrBin,6677
corrcoverage,1238
corrDNA,3889
correctedAUC,4614
CorrectedFDR,3826
CorrectOverloadedPeaks,4436
corregp,4963
correlationfunnel,2699
correlbinom,4051
corrgram,118714
CorrMixed,5890
corrplot,957549
corrr,40350
corrsieve,6307
CorrToolBox,6865
corset,4362
corTest,5125
corto,578
corTools,5473
corx,747
cosa,4606
COSINE,5341
cosinor,6221
cosinor2,4509
cosmoFns,5743
CoSMoS,3393
cosso,6103
COST,3714
costat,6950
costsensitive,4324
CosW,4508
cotram,2021
cotrend,5773
couchDB,5708
COUNT,71931
countcolors,4659
Counterfactual,4680
countfitteR,3489
countgmifs,3097
countHMM,2707
Countr,5846
countrycode,68003
CountsEPPM,5409
countToFPKM,8128
countTransformers,3178
countyfloods,4568
countytimezones,4447
countyweather,4630
COUSCOus,4535
covafillr,5151
covatest,4616
covBM,4517
CovCombR,0
coveffectsplot,5331
covequal,4241
covfefe,4036
covglasso,0
covLCA,6187
covr,2041564
covreg,5572
covRobust,7116
CovSel,5692
CovSelHigh,4893
covsep,4834
covTestR,4402
CovTools,8747
cowbell,4074
cowplot,1416737
cowsay,15155
CoxBoost,27536
coxed,6472
coxinterval,8733
coxme,81803
coxmeg,1525
coxphf,8391
CoxPhLb,4460
coxphMIC,4140
coxphSGD,3954
coxphw,7963
CoxPlus,4545
CoxRidge,6037
coxrobust,6519
coxrt,5313
coxsei,5617
CP,5058
cp4p,7959
cpa,5512
CPAT,3718
CPBayes,5697
cpca,5172
cpcens,1679
cPCG,3664
cpd,2397
CPE,7864
CpGassoc,6608
CpGFilter,5274
cpk,5610
cplexAPI,4723
cplm,30896
cplots,2666
cpm,7918
CPMCGLM,5703
CPP,4000
cppRouting,2821
cpr,4309
Cprob,7106
cprr,4985
CPsurv,4485
cpsurvsim,2122
cpt,4574
cptcity,5743
cptec,4307
cqcr,1154
cqrReg,7053
cquad,7299
CR,6122
cr17,4570
CRAC,5886
cramer,38868
crank,10392
cranlike,5272
cranlogs,13698
cranly,5302
CRANsearcher,7935
crantastic,5750
crassmat,1962
crawl,9577
crayon,6388795
crblocks,5153
crch,14001
CREAM,4010
credentials,12672
CreditMetrics,9600
CreditRisk,5380
credsubs,4712
credule,6233
cregg,3478
cRegulome,6530
crevents,0
CRF,7728
CRFCSD,2470
crfsuite,5373
cricketr,8810
crimCV,6193
crimedata,4662
crimelinkage,4909
crisp,4074
CRM,6495
crminer,7123
crmn,7032
crmPack,6767
crn,5651
crochet,6385
cromwellDashboard,3631
crone,1509
cronR,9953
crop,21923
cropdatape,4296
CropDetectR,1441
CrossClustering,5075
crossdes,13594
crossmatch,5861
crossReg,5014
crossrun,3129
CrossScreening,4286
crosstalk,2956037
CrossVA,8921
crossval,19517
CrossValidate,5988
crosswalkr,6222
crossword.r,4721
crov,3628
crp.CSFP,7152
CRPClustering,4150
crplyr,4505
crqa,7027
crqanlp,3775
crrp,5061
crrSC,6469
crrstep,20354
crs,26226
crseEventStudy,4957
crskdiag,5084
crsnls,4640
crso,1675
crsra,3494
crtests,4433
CRTgeeDR,5625
CRTSize,6740
crul,162267
crunch,13080
crunchy,6655
cruts,5222
CRWRM,2571
CrypticIBDcheck,5336
crypto,10168
CryptRndTest,4962
cryst,4136
csabounds,3946
csampling,21684
CsChange,4829
CSclone,4336
cSEM,0
CSeqpat,3998
CSESA,4510
CSFA,3840
cshapes,25907
csn,6003
csodata,337
csp,3987
csrplus,4960
csSAM,6218
cssTools,4561
cstab,5335
cstar,5013
csv,25532
csvread,12781
csvy,25885
CTAShiny,2824
cthreshER,4045
ctl,4185
CTM,4397
ctmcd,7107
ctmcmove,5866
ctmle,4116
ctmm,13786
ctqr,4365
ctrdata,4792
CTRE,4108
ctrlGene,4525
ctsem,11234
CTShiny,2818
CTT,16745
CTTinShiny,3696
CTTShiny,5596
ctv,22889
CUB,5192
cubature,210600
cubeview,4052
cubfits,5780
cubing,4220
Cubist,331837
CUFF,6064
cultevo,3894
CUMP,5710
cumplyr,5556
cumSeg,6249
cumstats,5370
cumulocityr,717
cuRe,0
curl,7010249
currentSurvival,5676
curry,4486
curstatCI,4105
curvecomp,4260
curveDepth,4061
curvHDR,7221
cusp,5074
CustomerScoringMetrics,4723
customizedTraining,5133
customLayout,4967
customsteps,3668
cusum,6641
CUSUMdesign,5050
cutoff,272
cutoffR,5381
cutpointr,8777
CutpointsOEHR,3810
cuttlefish.model,5173
cvar,8154
cvAUC,19650
CVcalibration,5538
cvcqv,1752
cvcrand,4968
CVD,4658
cvequality,6035
cvGEE,1636
CVglasso,3929
cvmdisc,601
cvmgof,3616
cvms,3505
cvq2,5832
CVR,4483
CVST,54726
CVThresh,6213
cvTools,70616
CVTuningCov,5429
cvxbiclustr,4514
cvxclustr,5653
CVXR,21240
cwbtools,1045
cwhmisc,9640
cwm,5104
cxhull,4736
cxxfunplus,5245
cyanoFilter,1418
cycleRtools,4840
cyclestreets,4074
cyclocomp,65473
cycloids,5382
Cyclops,7278
cymruservices,5123
cyphid,5464
cyphr,4288
cystiSim,3938
CytobankAPI,5118
CytobankAPIstats,4284
CytobankBridgeR,4095
cytoDiv,5229
cytofan,3849
cytometree,5535
D3GB,4333
d3heatmap,48430
d3Network,98806
D3partitionR,5189
d3plus,4324
d3r,172812
d3Tree,6659
DAAGbio,5570
daarem,5253
dabestr,5892
DAC,3861
DACF,3834
dad,7353
dae,24572
daewr,12238
daff,8722
DAFOT,1098
dafs,6267
dagitty,22847
dagR,6529
DAIME,3502
DAISIE,5098
DAKS,6765
DALEX,30831
DALEXtra,1532
dalmatian,3483
DALY,5860
dam,4490
DamiaNN,4258
DAMisc,8834
DAMOCLES,6499
damr,5119
dams,4825
DandEFA,6803
dang,3537
dani,2248
dann,305
DAP,3783
dapr,7316
Dark,4991
DarkDiv,2355
darksky,6380
dartR,9338
darts,6523
dashboard,7077
Dasst,4190
dat,6478
data.table,7044914
data.tree,138119
Data2LD,4562
DatabaseConnector,9883
DatabaseConnectorJars,8328
DatabionicSwarm,5410
datacheck,5875
DataClean,5261
DataCombine,39647
dataCompareR,6532
datadigest,4075
datadogr,4252
DataEntry,4602
dataesgobr,2082
DataExplorer,80221
dataframes2xls,8915
datafsm,5034
DataGraph,4574
DataLoader,5008
dataMaid,19055
datamap,5492
datamaps,4012
datamart,6162
dataMeta,4737
datanugget,0
dataonderivatives,4741
datapack,7344
datapackage.r,3227
DataPackageR,6297
datapasta,17193
dataPreparation,19251
dataQualityR,7812
dataRetrieval,19914
datarium,7773
datarobot,10895
datasauRus,10933
dataseries,5931
datasets.load,21091
DataSpaceR,3057
DatAssim,4059
datastepr,4584
datastructures,4720
datasus,5648
datautils,6051
dataverse,5007
DataVisualizations,6943
DataViz,3406
date,57640
datetime,8534
datetimeutils,6100
DATforDCEMRI,5326
datoramar,3990
datos,5010
datr,3878
datrProfile,1503
dave,5839
Davies,7396
dawai,5718
daymetr,6226
dbarts,11153
dbConnect,17654
dbEmpLikeGOF,5933
dbEmpLikeNorm,5098
DBEST,5308
dbfaker,4485
DBfit,3555
dbflobr,1559
DBGSA,5629
DBHC,3774
DBI,3701794
DBItest,83026
DBKGrad,5736
dblcens,6620
dBlockmodeling,608
dblr,3982
dbmss,8966
dbparser,5670
dbplot,15770
dbplyr,3634720
dbscan,234355
dbstats,6248
dbx,6078
dc3net,4008
DCA,4620
DCCA,36
DCchoice,6052
DCD,3607
dcemriS4,6145
DCG,5062
DCGL,5871
dcGOR,4617
DChaos,3901
dChipIO,4902
DCL,5748
dclone,14428
dclust,1551
DCluster,10425
DClusterm,4439
DCM,4249
dcminfo,4173
dcmle,6515
dcmodify,4246
DCODE,4557
dCovTS,5578
dcurver,39387
dcv,5414
ddalpha,136377
DDD,21106
dde,2733
DDHFm,5999
ddiv,3551
DDIwR,6627
DDM,4431
DDoutlier,55390
ddpca,2024
ddpcr,6388
DDPGPSurv,3506
DDPNA,1762
DDRTree,23397
ddsPLS,6771
ddst,5969
deadband,3944
deal,9948
DealGPL570,679
deamer,5437
deaR,7022
debar,237
deBInfer,4975
debugme,85820
debugr,3583
DECIDE,5961
decido,4185
decision,4649
DecisionAnalysis,4298
decisionSupport,6448
deckgl,3637
DeclareDesign,8708
decode,4586
decoder,5225
decomposedPSF,4245
decompr,8309
decon,6312
deconstructSigs,6764
deconvolveR,4691
DecorateR,4065
Deducer,31127
DeducerPlugInExample,6201
DeducerPlugInScaling,6501
DeducerSpatial,7447
DeducerSurvival,5697
DeducerText,5924
deducorrect,8634
deductive,5368
deep,295
deepboost,6486
deepgmm,3452
deeplr,5921
deepnet,31425
deepNN,3290
DEEPR,6221
DEEVD,1945
default,5141
define,3932
deflateBR,4107
deformula,4651
deGradInfer,3796
degreenet,17453
deisotoper,4065
Delaporte,9585
DelayedEffect.Design,4041
deldir,542324
DeLorean,4645
delt,5978
Delta,4930
deltaPlotR,12304
deltar,3940
DELTD,3845
Demerelate,6190
deming,9673
DemoDecomp,3701
demogR,5637
demoGraphic,4014
demography,21909
demoKde,5409
demoShiny,0
DEMOVA,4491
demu,3541
dendextend,782524
dendroextras,8364
dendrometeR,4543
DendroSync,5231
dendroTools,10520
DendSer,23892
dendsort,9635
DengueRT,4459
denoiSeq,4001
denoiseR,4923
denovolyzeR,4811
denpro,10019
denseFLMM,4342
Density.T.HoldOut,5443
densityClust,24116
DensParcorr,4669
densratio,6636
denstrip,30708
denvax,2080
DEoptim,41866
DEoptimR,889371
depcoeff,0
depend.truncation,6276
DepLogo,2814
DEploid,4577
depmix,8039
depmixS4,19553
depth,18697
depth.plot,4726
DepthProc,8409
depthTools,11146
dequer,5472
DeRezende.Ferreira,2272
Deriv,245557
derivmkts,11107
DES,4681
desc,2504072
descomponer,6110
descr,95242
describedata,2365
DescribeDisplay,6545
describer,5756
DescriptiveStats.OBeu,5650
descriptr,14458
descstatsr,3735
desctable,7238
DescTools,420160
DescToolsAddIns,10290
deseasonalize,7131
designGG,6006
designGLMM,5157
DesignLibrary,9288
designmatch,6003
designr,737
desiR,5057
desirability,7663
desire,5890
DESnowball,4939
deSolve,469347
desplot,8663
DET,2787
details,2528
detect,6604
detector,4494
detectRUNS,4596
DetMCD,5410
detpack,5801
DetR,4066
detrendeR,6270
detrendr,6784
deTS,2842
DetSel,6621
detzrcr,9555
devEMF,32887
devFunc,3835
DEVis,3978
devoid,2501
Devore7,20170
devRate,5177
devtools,5363796
dexter,12830
dextergui,6097
dexterMST,4942
df2json,6034
dfadjust,1693
dfcomb,6883
dfCompare,4146
dfConn,4166
dfcrm,9758
dfexplore,5801
DFIT,6444
dfmeta,3860
dfmta,5460
dfoptim,54164
Dforest,4053
dfped,4214
dfphase1,4327
dfpk,5648
dga,5059
dGAselID,4011
DGCA,5135
dggridR,5486
dglars,7677
dglm,7585
DGLMExtPois,1607
DGM,3724
dgmb,3938
dgo,4430
dgodata,4217
dgof,13193
DGVM3D,3529
DHARMa,43296
DHBins,183
dhga,3844
dhglm,5548
dhh,3000
dhReg,343
DHS.rates,8193
dHSIC,6189
di,4133
diagis,5607
diagmeta,5051
diagonals,6575
diagram,44139
DiagrammeR,269624
DiagrammeRsvg,33714
DiallelAnalysisR,4782
dialr,2593
dialrjars,3003
dials,25113
diaplt,5417
dice,7493
DiceDesign,33478
DiceEval,6745
DiceKriging,69939
DiceOptim,20452
diceR,6634
DiceView,6517
dichromat,296514
dicionariosIBGE,6011
DIconvex,3550
did,7546
DidacticBoost,4421
Diderot,4217
didrooRFM,4590
dief,4687
dielectric,5777
diem,441
dietr,515
diezeit,4422
DIFboost,5210
difconet,3912
DiffCorr,5793
diffdepprop,5242
diffdf,5911
diffee,3453
diffEnrich,680
diffeqr,5268
diffeR,6594
diffIRT,5451
diffman,1433
diffMeshGP,4086
DiffNet,4279
diffobj,205265
diffpriv,3696
diffr,7283
diffrprojects,4012
diffrprojectswidget,4025
diffusion,4547
diffusionMap,25926
DiffusionRgqd,4415
DiffusionRimp,4759
DiffusionRjgqd,4224
diffusr,4760
DiffXTables,667
DIFlasso,6477
difNLR,9379
difR,20359
DIFtree,6704
digest,8341954
Digiroo2,5352
digitalPCR,5156
digitize,6250
dils,5881
DIME,6125
DIMORA,3551
dimRed,92443
dina,5876
dinamic,5456
dineq,4236
dint,5396
DiPhiSeq,3897
DiPs,4151
dipsaus,513
diptest,1047034
DIRECT,5751
DirectedClustering,3777
DirectEffects,4259
Directional,11126
directlabels,55630
directotree,3531
directPA,5696
DirectStandardisation,4535
dirichletprocess,5322
DirichletReg,9667
dirmcmc,4219
dirmult,9468
disaggregation,482
discfrail,3051
discgolf,4802
discharge,2988
disclap,6426
disclapmix,10549
disco,3733
discord,3864
discoveR,5152
discretecdAlgorithm,5458
DiscreteFDR,4708
DiscreteInverseWeibull,6114
DiscreteLaplace,6460
discreteMTP,5539
DiscreteQvalue,701
discreteRV,6829
DiscreteWeibull,6893
discretization,14682
discrim,1452
DiscriMiner,29488
discSurv,8913
diseasemapping,8425
Disequilibrium,0
DisHet,4101
DisimForMixed,4580
DisImpact,4118
disk.frame,5199
diskImageR,4208
dismo,102268
disparityfilter,4947
displayHTS,5498
dispmod,7134
disposables,10452
dispRity,7963
dissever,4070
DiSSMod,2543
dissUtils,5128
Distance,13922
distance.sample.size,4455
distances,11318
distantia,2371
DistatisR,7211
distcomp,6320
distcrete,10836
distdichoR,3600
distdrawr,4230
distfree.cr,5396
distill,4136
distillery,20865
disto,3617
distory,8066
distr,29470
distr6,2744
distrDoc,9543
distreg.vis,4798
distrEllipse,7408
distrEx,17936
DISTRIB,5821
DistributionOptimization,3380
distributions3,1698
DistributionTest,1518
DistributionUtils,121860
distrMod,10126
distrom,9913
distrr,4734
distrRmetrics,6259
distrSim,9545
distrTeach,9016
distrTEst,9102
distTails,1448
disttools,3153
divagis,5193
divDyn,4751
DivE,2081
diveMove,36299
diverse,6262
diversitree,13546
diveRsity,11912
diversityForest,0
DiversityOccupancy,5101
divest,7674
DivMelt,5495
divo,5092
dixon,5960
dixonTest,2482
diyar,1207
DJL,7753
dkanr,5074
dkDNA,5392
dLagM,19549
DLASSO,4525
dlbayes,3576
dlib,4648
dlm,33942
dlmap,6165
DLMtool,10363
dlnm,18855
dlookr,17938
dlsem,10190
dlstats,8620
dma,5958
dmacs,706
dmai,5005
dmdScheme,0
dml,4620
dmm,11028
DMMF,4411
dMod,5970
DMRMark,4289
DMRnet,4126
dmt,6067
dmutate,4530
DMwR,177316
DMwR2,9173
DNAseqtest,4675
DNAtools,6466
DnE,5595
dnet,9900
DNetFinder,3902
dng,4629
DNLC,4102
DNMF,5170
dnr,3979
do,2158
DOBAD,6033
dobin,1386
dobson,5592
doBy,182810
dockerfiler,8708
docknitr,530
docopt,52088
docopulae,5420
docstring,10079
documair,5054
document,6014
documenter,3138
docuSignr,4467
docxtools,6410
docxtractr,11189
Dodge,6438
dodgr,9675
DODR,4525
DoE.base,71870
DoE.MIParray,5296
DoE.multi.response,1053
DoE.wrapper,18089
DoEstRare,4195
doex,10757
doFuture,29562
doMC,66502
Dominance,6318
dominanceanalysis,4964
domino,5811
doMPI,31831
donut,970
doParallel,1060399
doRedis,21530
doremi,3975
doRNG,168390
DOS,3610
DOS2,1264
dosearch,3876
DoseFinding,16198
doSNOW,95894
dosresmeta,6866
dostats,5938
DOT,4923
DoTC,4393
dotCall64,314077
dotdot,2711
dotenv,9641
dotwhisker,32161
